domain,dns_cn,dns_cn_count,dns_total,registrar_cn,registrant_cn,cn_tld,score,resolved_ips,matched_cidr,source,updated,sticky,bucket,dns_hk,dns_mo,dns_tw,dns_jp,dns_kr,dns_sg,provider,cdn_masked
cqkejufu.com,1,1,1,0,0,0,60,113.45.244.190,113.44.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqmzj.com,1,1,1,0,0,0,60,47.116.27.250,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqpeidu.com,1,1,1,0,0,0,60,47.113.195.181,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqrcb.com,1,1,1,0,0,0,60,183.66.37.114,183.64.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqsj365.com,1,1,1,0,0,0,60,211.149.166.238,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqszzs.com,1,1,1,0,0,0,60,120.46.139.119,120.32.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqvip.com,1,3,3,0,0,0,60,101.37.88.168|118.178.140.68|120.55.187.212,101.37.0.0/16|118.178.0.0/16|120.52.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
cqwuxi.com,1,1,1,0,0,0,60,47.108.69.245,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqxdjgxx.com,1,1,1,0,0,0,60,124.71.6.94,124.68.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqxdnzyy.com,1,1,1,0,0,0,60,47.108.163.175,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqyti.com,1,1,1,0,0,0,60,106.92.100.118,106.80.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cqzhihaolaw.com,1,1,1,0,0,0,60,47.111.174.194,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cr-land.com,0,0,1,0,0,0,0,192.64.119.85,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
craer.com,1,1,1,0,0,0,60,117.175.178.126,117.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
crcbank.com,0,0,5,0,0,0,60,103.218.240.184|118.193.33.220|118.193.37.94|152.32.171.65|154.85.60.150,,extended,2026-05-08,0,HK,1,0,0,0,0,0,,0
crcc.cn,1,1,1,0,0,1,70,222.35.36.202,222.32.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
creaton.com.cn,1,1,1,0,0,1,70,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
crecg.com,1,1,1,0,0,0,60,218.205.191.84,218.192.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
creditease.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
crm.taobao.com,1,1,1,0,0,0,60,59.82.121.179,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
crscm.com,1,1,1,0,0,0,60,106.15.190.160,106.12.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
crsky.com,1,1,1,0,0,0,60,203.107.60.192,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cs.com.cn,1,1,1,0,0,1,70,103.66.34.58,103.66.32.0/22,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cscec.com,0,0,0,0,0,0,0,,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
cscy.nwpu.edu.cn,1,1,1,0,0,1,70,202.117.80.233,202.112.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cshixi.com,1,1,1,0,0,0,60,124.70.198.235,124.68.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
csic.com.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
csindex.com.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
csjitian.com,1,1,1,0,0,0,60,121.40.98.9,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
csmzxy.com,1,1,1,0,0,0,60,210.52.82.46,210.52.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cssf.net,1,1,1,0,0,0,60,139.129.200.23,139.129.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
cstong.net,1,1,1,0,0,0,60,120.55.82.88,120.52.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ct10000.com,0,0,1,0,0,0,0,188.138.39.248,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
ctcsz.com,1,1,1,0,0,0,60,103.21.140.182,103.21.136.0/21,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ctgoodjobs.hk,0,0,1,0,0,0,80,218.188.94.9,,extended,2026-05-08,0,HK,1,0,0,0,0,0,,0
ctgtravel.com.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
ctitv.com.tw,0,0,1,0,0,0,0,34.120.153.192,,extended,2026-05-08,0,TW,0,0,0,0,0,0,,0
cts.com.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
ctsho.com,0,0,1,0,0,0,60,43.224.154.10,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
ctvpost.com,1,7,7,0,0,0,60,101.227.21.24|101.227.21.25|101.227.21.26|101.227.21.27|101.227.21.28|103.27.27.73|113.219.237.87,101.224.0.0/13|103.27.24.0/22|113.218.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cuntao.bbs.taobao.com,1,1,1,0,0,0,60,59.82.122.145,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cup.com.cn,1,5,5,0,0,1,70,113.219.237.87|125.73.212.153|125.73.212.156|125.73.212.158|125.73.212.159,113.218.0.0/15|125.64.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cw.com.tw,0,0,2,0,0,0,0,104.18.211.25|104.18.212.25,,extended,2026-05-08,0,TW,0,0,0,0,0,0,,0
cwa.gov.tw,0,0,0,0,0,0,0,,,extended,2026-05-08,0,TW,0,0,0,0,0,0,,0
cwsl.nwpu.edu.cn,1,1,1,0,0,1,70,202.117.80.232,202.112.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cxtxl.com,1,1,1,0,0,0,60,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cyan-ad.com,1,1,1,0,0,0,60,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
cyflscb.com,1,1,1,0,0,0,60,129.204.124.218,129.204.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
cyoupic.com,1,1,1,0,0,0,60,58.87.97.186,58.87.64.0/18,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
cyts.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
czbank.com,1,1,1,0,0,0,60,61.175.193.73,61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
czsfy.com,1,1,1,0,0,0,60,36.159.72.65,36.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
czxiu.com,0,0,1,0,0,0,60,43.134.58.236,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
d.b5g.cn,1,1,1,0,0,1,70,47.112.210.116,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
d.news.163.com,1,1,1,0,0,0,60,115.236.118.54,115.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
d1xf.net,1,1,1,0,0,0,60,39.108.19.13,39.108.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
d4ctech.com,1,1,1,0,0,0,60,1.12.222.172,1.12.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
dachengzi.net,1,1,1,0,0,0,60,118.193.242.254,118.193.128.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dada.3g.163.com,1,1,1,0,0,0,60,115.236.118.54,115.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dafund.com,0,0,2,0,0,0,0,13.248.169.48|76.223.54.146,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
dagufood.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dahe.cn,1,1,1,0,0,1,70,125.46.11.161,125.32.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dakahr.com,1,1,1,0,0,0,60,152.136.25.106,152.136.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
dali-foods.com,0,0,0,0,0,0,0,,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
danatech.ai,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
daoapp.io,1,3,3,0,0,0,60,106.75.86.13|106.75.86.14|106.75.86.16,106.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
daohang.com,0,0,2,0,0,0,0,104.21.80.252|172.67.136.91,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
daohu123.com,1,1,1,0,0,0,60,211.149.255.78,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
daojia.com,1,1,1,0,0,0,60,39.97.218.77,39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
daotin.com,1,1,1,0,0,0,60,121.40.25.45,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
daoxiangcun.com,1,1,1,0,0,0,60,39.97.117.59,39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
daoxila.net,1,1,1,0,0,0,60,222.73.163.240,222.64.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dap.com.cn,1,1,1,0,0,1,70,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
daphne.com.cn,1,1,1,0,0,1,70,106.75.232.6,106.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
data380.com,1,1,1,0,0,0,60,218.75.26.147,218.64.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
datatocn.com,1,1,1,0,0,0,60,1.13.183.145,1.12.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
daxue52.com,1,1,1,0,0,0,60,43.240.145.23,43.240.144.0/22,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
daycfw.nwpu.edu.cn,1,1,1,0,0,1,70,202.117.80.232,202.112.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dayu-valve.com,1,1,1,0,0,0,60,202.103.25.141,202.96.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dazhonghr.com,1,1,1,0,0,0,60,111.231.121.231,111.224.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
db9x.com,1,1,1,0,0,0,60,47.110.89.166,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dbaobao.com,1,1,1,0,0,0,60,115.29.201.233,115.28.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dbmeta.net,1,1,1,0,0,0,60,43.137.223.172,43.136.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dc0792.com,1,1,1,0,0,0,60,119.96.26.123,119.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dcdapp.com,1,16,16,0,0,0,60,101.226.26.28|101.226.26.29|101.226.26.30|101.226.26.31|101.226.26.32|114.80.179.163|114.80.179.165|114.80.179.168|61.170.80.76|61.170.80.77|61.170.80.79|61.170.80.80|61.170.81.68|61.170.81.69|61.170.81.70|61.170.81.73,101.224.0.0/13|114.80.0.0/12|61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dd-img.com,1,1,1,0,0,0,60,123.56.47.188,123.56.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
ddfm454y1zg.720yun.com,1,2,2,0,0,0,60,14.116.174.67|14.29.51.120,14.112.0.0/12|14.16.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ddl.com.cn,1,1,1,0,0,1,70,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
de0.cc,1,1,1,0,0,0,60,39.108.128.192,39.108.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dedeadmin.com,1,2,2,0,0,0,60,120.39.210.75|125.77.174.212,120.32.0.0/12|125.64.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
deepoon.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
deerma.com,1,16,16,0,0,0,60,220.181.165.64|220.181.165.65|220.181.165.66|220.181.165.67|220.181.165.68|220.181.165.69|220.181.165.70|220.181.165.71|220.181.175.233|220.181.175.234|220.181.175.235|220.181.175.236|220.181.175.237|220.181.175.238|220.181.175.239|220.181.175.240,220.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
deheheng.com,1,1,1,0,0,0,60,39.105.37.96,39.104.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dehuaca.com,1,1,1,0,0,0,60,47.99.89.88,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dekeego.com,1,1,1,0,0,0,60,47.111.27.72,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
deng88.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
denza.com,1,2,2,0,0,0,60,47.106.90.124|47.107.51.11,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
depailed.com,1,1,1,0,0,0,60,121.42.72.167,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
designjiaoshi.com,1,1,1,0,0,0,60,49.235.147.205,49.232.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
detail.taobao.com,1,1,1,0,0,0,60,59.82.122.165,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
detao.art,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dev.topuoo.com,1,2,2,0,0,0,60,123.182.162.200|220.181.181.58,123.180.0.0/14|220.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
developer.huawei.com,1,5,5,0,0,0,60,119.147.50.74|119.147.50.75|183.61.178.91|183.61.178.92|183.61.178.95,119.144.0.0/14|183.0.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
deyun.fun,1,1,1,0,0,0,60,111.170.35.222,111.170.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
deyutech.com.cn,1,1,1,0,0,1,70,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dfyl-luxgen.com,1,1,1,0,0,0,60,47.98.150.128,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dggjyy.com,1,1,1,0,0,0,60,113.108.95.56,113.64.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dggq.com,1,1,1,0,0,0,60,203.195.210.154,203.195.128.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
dgqjj.com,1,1,1,0,0,0,60,112.74.79.79,112.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dhs-sports.com,1,1,1,0,0,0,60,116.236.220.237,116.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
diandong.com,1,1,1,0,0,0,60,180.163.146.12,180.160.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dianwanshidai.com,1,1,1,0,0,0,60,47.119.143.106,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
diaoy.com,1,1,1,0,0,0,60,118.31.79.105,118.28.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dict.bing.com.cn,1,2,2,0,0,1,70,202.89.233.100|202.89.233.101,202.89.232.0/21,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dict.cn,1,2,2,0,0,1,70,101.132.174.218|139.224.119.69,101.132.0.0/14|139.224.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
didialift.com,1,1,1,0,0,0,60,139.199.240.39,139.196.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dididadidi.com,0,0,3,0,0,0,60,47.76.127.217|47.91.170.222|8.218.208.240,,extended,2026-05-08,0,HK,1,0,0,0,0,0,Alibaba Cloud,0
diditaxi.com.cn,1,2,2,0,0,1,70,123.207.209.41|123.207.209.42,123.206.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
dingtalk.taobao.com,1,1,1,0,0,0,60,59.82.120.12,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dinpay.com,1,1,1,0,0,0,60,61.145.134.131,61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dintek.com.cn,1,1,1,0,0,1,70,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ditan.org.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
diy.bbs.taobao.com,1,1,1,0,0,0,60,59.82.122.165,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
djec.net,1,1,1,0,0,0,60,221.231.138.107,221.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
djzr88.com,1,1,1,0,0,0,60,121.41.11.59,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dkdangle.com,1,1,1,0,0,0,60,218.60.112.167,218.56.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dlshian.com,1,1,1,0,0,0,60,101.37.79.212,101.37.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dlsstax.com,0,0,1,0,0,0,60,8.140.119.56,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
dmb168.com,1,1,1,0,0,0,60,39.106.251.183,39.104.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dmzj.com,1,10,10,0,0,0,60,101.126.87.151|101.126.87.253|101.126.89.238|101.126.90.82|115.190.10.83|115.190.110.56|115.190.86.68|180.184.33.18|180.184.75.122|180.184.92.40,101.126.0.0/16|115.190.0.0/15|180.184.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dnsapi.cn,1,2,2,0,0,1,70,61.170.66.121|61.170.82.99,61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dnsv1.com,0,3,6,0,0,0,0,1.1.1.1|10.113.24.13|114.221.149.45|119.147.184.124|127.0.0.1|58.254.146.76,114.208.0.0/12|119.144.0.0/14|58.240.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dnswind.net,1,1,1,0,0,0,60,58.221.29.68,58.192.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dobunkan.com,1,1,1,0,0,0,60,103.119.2.26,103.119.0.0/22,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
docin.com,1,1,1,0,0,0,60,221.122.132.138,221.122.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
docoi.cc,1,1,1,0,0,0,60,106.52.193.187,106.52.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
documents.cdnetworks.com,1,2,2,0,0,0,60,150.138.237.134|180.163.117.53,150.138.0.0/15|180.160.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dongchedi.com,1,12,12,0,0,0,60,106.38.254.82|106.38.254.85|211.100.8.187|220.181.10.25|220.181.10.57|220.181.141.99|220.181.164.120|220.181.165.68|220.181.165.71|220.181.171.110|220.181.171.126|220.181.175.236,106.32.0.0/12|211.96.0.0/13|220.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dongfeng.com.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
donghetea.com,1,1,1,0,0,0,60,47.113.22.155,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dongyin.com,1,1,1,0,0,0,60,120.25.104.34,120.24.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dotcpp.com,1,4,4,0,0,0,60,211.100.8.131|211.100.8.203|211.100.8.80|211.100.8.97,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
douguo.com,1,1,1,0,0,0,60,119.254.81.86,119.254.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
douyinpic.com,0,0,0,0,0,0,0,,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
downza.cn,1,2,2,0,0,1,70,106.117.210.113|106.117.210.114,106.112.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dpxkjw.com,1,1,1,0,0,0,60,121.43.114.128,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dragonfly.fm,0,0,1,0,0,0,60,47.79.65.194,,extended,2026-05-08,0,HK,1,0,0,0,0,0,Alibaba Cloud,0
drinkpoem.com,1,8,8,0,0,0,60,180.163.147.83|180.163.147.84|180.163.147.85|180.163.147.86|180.163.147.87|180.163.147.88|180.163.147.89|180.163.147.90,180.160.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
driverdr.com,0,0,6,0,0,0,0,172.233.219.123|172.233.219.49|172.233.219.78|172.237.146.25|172.237.146.38|172.237.146.8,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
drivergenius.com,1,1,1,0,0,0,60,118.89.213.145,118.89.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
drvceo.com,1,1,1,0,0,0,60,120.77.155.146,120.76.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dryermaster-china.com,1,1,1,0,0,0,60,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dsssp.com,1,1,1,0,0,0,60,47.97.252.161,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dswjcms.com,1,1,1,0,0,0,60,111.229.167.216,111.224.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dtwave.com,1,1,1,0,0,0,60,47.110.216.249,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
duote.com,1,12,12,0,0,0,60,120.39.195.214|120.39.195.239|120.39.195.240|120.39.195.242|120.39.195.243|140.249.111.10|140.249.111.12|140.249.111.13|140.249.111.6|140.249.111.9|180.163.147.86|180.163.147.88,120.32.0.0/12|140.249.0.0/16|180.160.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
duowan.com,1,1,1,0,0,0,60,59.110.82.226,59.108.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dupingzu.com,1,1,1,0,0,0,60,43.143.100.36,43.136.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
duxiu.com,1,1,1,0,0,0,60,42.62.107.229,42.62.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dw4.co,1,1,1,0,0,0,60,120.26.46.29,120.24.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
dy3j.com,1,1,1,0,0,0,60,122.227.46.114,122.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dynejunhui.com,1,1,1,0,0,0,60,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dyp5918.com,1,1,1,0,0,0,60,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dyson.com.cn,0,0,1,0,0,1,60,62.190.189.155,,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dzwww.com,1,2,2,0,0,0,60,103.254.188.50|103.254.190.253,103.254.188.0/22,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
dzzui.com,1,1,1,0,0,0,60,122.114.225.251,122.112.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
e-tecsun.com,0,0,1,0,0,0,60,8.134.24.248,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
e33n66vfk3.720yun.com,1,2,2,0,0,0,60,14.116.174.67|14.29.51.120,14.112.0.0/12|14.16.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
easipass.com,1,1,1,0,0,0,60,61.152.176.60,61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
eastday.com,1,1,1,0,0,0,60,180.153.21.47,180.152.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
eastjq.com,1,1,1,0,0,0,60,123.56.13.70,123.56.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
easylinkin.net,1,1,1,0,0,0,60,47.114.52.70,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
eavic.com,1,1,1,0,0,0,60,36.112.111.97,36.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ebancom.com,1,1,1,0,0,0,60,180.163.146.10,180.160.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ebigear.com,1,1,1,0,0,0,60,59.110.44.168,59.108.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ebk.17u.cn,1,1,1,0,0,1,70,1.14.242.153,1.12.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
ebtang.com,1,1,1,0,0,0,60,112.126.73.137,112.124.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
ecadi.com,1,1,1,0,0,0,60,47.100.106.85,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
echangye.com,1,1,1,0,0,0,60,211.149.224.48,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ecrm.taobao.com,1,1,1,0,0,0,60,59.82.122.140,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ecton.com.cn,1,1,1,0,0,1,70,58.56.99.68,58.32.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
edt2017.com,1,1,1,0,0,0,60,106.75.20.33,106.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
